Cruise	Station	Type	mon/day/yr	Lon (°E)	Lat (°N)	Bot. Depth [m]	Bot. Depth [m]	QF	Pressure	QF	Temperature	QF	Salinity	QF	TCO2	QF	alk	QF	NO2	QF	NH4	QF	Si	QF	PO4	QF	NO3	QF
ANTXXI/3	583	B	3/17/2004	2.3295	-49.2467	400.063	9.893	1	9.979	1	4.2923	1	33.8701	1	2127.74	1	2289	1		1		1		1		1		1
ANTXXI/3	583	B	3/17/2004	2.3295	-49.2467	400.063	20.43	1	20.608	1	4.2937	1	33.8696	1	2127.93	1	2288.5	1		1		1		1		1		1
ANTXXI/3	583	B	3/17/2004	2.3295	-49.2467	400.063	30.656	1	30.924	1	4.2962	1	33.8698	1	2128.45	1	2288.7	1		1		1		1		1		1
ANTXXI/3	583	B	3/17/2004	2.3295	-49.2467	400.063	49.489	1	49.922	1	4.2934	1	33.8702	1	2126.77	1	2301.8	1		1		1		1		1		1
ANTXXI/3	583	B	3/17/2004	2.3295	-49.2467	400.063	80.496	1	81.208	1	4.28	1	33.8722	1	2127.51	1	2289.8	1		1		1		1		1		1
ANTXXI/3	583	B	3/17/2004	2.3295	-49.2467	400.063	101.825	1	102.731	1	4.1582	1	33.8762	1	2134.44	1	2289.8	1		1		1		1		1		1
ANTXXI/3	583	B	3/17/2004	2.3295	-49.2467	400.063	140.751	1	142.017	1	2.8807	1	33.9295	1	2157.69	1	2291.8	1		1		1		1		1		1
ANTXXI/3	583	B	3/17/2004	2.3295	-49.2467	400.063	200.481	1	202.313	1	1.3834	1	34.0168	1	2180.24	1	2298.4	1		1		1		1		1		1
ANTXXI/3	583	B	3/17/2004	2.3295	-49.2467	400.063	250.862	1	253.186	1	1.0874	1	34.0798	1	2192.5	1	2298.4	1		1		1		1		1		1
ANTXXI/3	583	B	3/17/2004	2.3295	-49.2467	400.063	300.35	1	303.169	1	1.2829	1	34.2015	1	2212.07	1	2307.5	1		1		1		1		1		1
ANTXXI/3	583	B	3/17/2004	2.3295	-49.2467	400.063	400.063	1	403.917	1	1.8402	1	34.3917	1	2241.21	1	2321.7	1		1		1		1		1		1
