Cruise	Station	Type	mon/day/yr	Lon (°E)	Lat (°N)	Bot. Depth [m]	Bot. Depth [m]	QF	Pressure	QF	Temperature	QF	Salinity	QF	TCO2	QF	alk	QF	NO2	QF	NH4	QF	Si	QF	PO4	QF	NO3	QF
ANTXXI/3	574	B	3/14/2004	2.1333	-49.4767	247.375	10.102	1	10.19	1	4.4864	1	33.8518	1	2126.62	1		1		1		1		1		1		1
ANTXXI/3	574	B	3/14/2004	2.1333	-49.4767	247.375	19.176	1	19.343	1	4.469	1	33.8519	1	2125.99	1		1		1		1		1		1		1
ANTXXI/3	574	B	3/14/2004	2.1333	-49.4767	247.375	27.626	1	27.867	1	4.4204	1	33.8532	1	2127.31	1		1		1		1		1		1		1
ANTXXI/3	574	B	3/14/2004	2.1333	-49.4767	247.375	39.169	1	39.512	1	4.3806	1	33.8555	1	2128.22	1		1		1		1		1		1		1
ANTXXI/3	574	B	3/14/2004	2.1333	-49.4767	247.375	59.272	1	59.794	1	4.205	1	33.867	1	2130.56	1		1		1		1		1		1		1
ANTXXI/3	574	B	3/14/2004	2.1333	-49.4767	247.375	80.767	1	81.481	1	4.146	1	33.869	1	2132.13	1		1		1		1		1		1		1
ANTXXI/3	574	B	3/14/2004	2.1333	-49.4767	247.375	100.102	1	100.992	1	4.0888	1	33.8701	1	2135.34	1		1		1		1		1		1		1
ANTXXI/3	574	B	3/14/2004	2.1333	-49.4767	247.375	139.165	1	140.416	1	2.9508	1	33.9265	1	2155.85	1		1		1		1		1		1		1
ANTXXI/3	574	B	3/14/2004	2.1333	-49.4767	247.375	148.824	1	150.165	1	2.7638	1	33.9334	1	2158.7	1		1		1		1		1		1		1
ANTXXI/3	574	B	3/14/2004	2.1333	-49.4767	247.375	198.08	1	199.889	1	1.3949	1	34.0156	1	2180.8	1		1		1		1		1		1		1
ANTXXI/3	574	B	3/14/2004	2.1333	-49.4767	247.375	247.375	1	249.665	1	1.1058	1	34.1091	1	2196.28	1		1		1		1		1		1		1
