Cruise	Station	Type	mon/day/yr	Lon (°E)	Lat (°N)	Bot. Depth [m]	Bot. Depth [m]	QF	Pressure	QF	Temperature	QF	Salinity	QF	TCO2	QF	alk	QF	NO2	QF	NH4	QF	Si	QF	PO4	QF	NO3	QF
ANTXXI/3	593a	B	3/19/2004	2.435	-49.4622	248.723	10.538	1	10.63	1	4.2407	1	33.8731	1	2125.39	1	2289.8	1		1		1		1		1		1
ANTXXI/3	593a	B	3/19/2004	2.435	-49.4622	248.723	20.079	1	20.254	1	4.2267	1	33.8733	1	2126.04	1	2291.5	1		1		1		1		1		1
ANTXXI/3	593a	B	3/19/2004	2.435	-49.4622	248.723	30.13	1	30.393	1	4.2292	1	33.8733	1	2125.84	1	2291.3	1		1		1		1		1		1
ANTXXI/3	593a	B	3/19/2004	2.435	-49.4622	248.723	39.793	1	40.14	1	4.2303	1	33.8731	1	2124.84	1	2291.4	1		1		1		1		1		1
ANTXXI/3	593a	B	3/19/2004	2.435	-49.4622	248.723	59.413	1	59.936	1	4.2303	1	33.8731	1	2125.96	1	2290.6	1		1		1		1		1		1
ANTXXI/3	593a	B	3/19/2004	2.435	-49.4622	248.723	78.072	1	78.762	1	4.2257	1	33.8733	1	2126.38	1	2289.4	1		1		1		1		1		1
ANTXXI/3	593a	B	3/19/2004	2.435	-49.4622	248.723	99.424	1	100.308	1	4.205	1	33.8731	1	2128.55	1	2291.6	1		1		1		1		1		1
ANTXXI/3	593a	B	3/19/2004	2.435	-49.4622	248.723	108.405	1	109.372	1	4.084	1	33.8776	1	2130.35	1	2291.1	1		1		1		1		1		1
ANTXXI/3	593a	B	3/19/2004	2.435	-49.4622	248.723	117.413	1	118.462	1	3.8875	1	33.8866	1	2136.96	1	2290.5	1		1		1		1		1		1
ANTXXI/3	593a	B	3/19/2004	2.435	-49.4622	248.723	148.678	1	150.019	1	2.9617	1	33.9263	1	2155.25	1	2291.4	1		1		1		1		1		1
ANTXXI/3	593a	B	3/19/2004	2.435	-49.4622	248.723	197.15	1	198.951	1	1.6748	1	33.9941	1	2172.85	1	2294.7	1		1		1		1		1		1
ANTXXI/3	593a	B	3/19/2004	2.435	-49.4622	248.723	248.723	1	251.026	1	1.1383	1	34.0631	1	2187.25	1	2298.2	1		1		1		1		1		1
