Cruise	Station	Type	mon/day/yr	Lon (°E)	Lat (°N)	Bot. Depth [m]	Bot. Depth [m]	QF	Pressure	QF	Temperature	QF	Salinity	QF	TCO2	QF	alk	QF	NO2	QF	NH4	QF	Si	QF	PO4	QF	NO3	QF
ANTXXI/3	588	B	3/18/2004	1.8815	-49.547	399.255	10.927	1	11.021	1	4.357	1	33.8446	1	2131	1	2284.8	1		1		1		1		1		1
ANTXXI/3	588	B	3/18/2004	1.8815	-49.547	399.255	21.565	1	21.752	1	4.354	1	33.8448	1	2131.89	1	2286.1	1		1		1		1		1		1
ANTXXI/3	588	B	3/18/2004	1.8815	-49.547	399.255	39.595	1	39.941	1	4.3552	1	33.8447	1	2131.32	1	2283.5	1		1		1		1		1		1
ANTXXI/3	588	B	3/18/2004	1.8815	-49.547	399.255	60.43	1	60.962	1	4.2403	1	33.8568	1	2134.09	1	2286.3	1		1		1		1		1		1
ANTXXI/3	588	B	3/18/2004	1.8815	-49.547	399.255	80.08	1	80.788	1	3.972	1	33.8698	1	2139.09	1	2288.3	1		1		1		1		1		1
ANTXXI/3	588	B	3/18/2004	1.8815	-49.547	399.255	99.976	1	100.865	1	3.5019	1	33.8914	1	2145.77	1	2287.7	1		1		1		1		1		1
ANTXXI/3	588	B	3/18/2004	1.8815	-49.547	399.255	118.492	1	119.551	1	2.8993	1	33.9104	1	2153.55	1	2288.6	1		1		1		1		1		1
ANTXXI/3	588	B	3/18/2004	1.8815	-49.547	399.255	151.177	1	152.541	1	2.0734	1	33.9607	1	2166.03	1	2288.8	1		1		1		1		1		1
ANTXXI/3	588	B	3/18/2004	1.8815	-49.547	399.255	200.431	1	202.263	1	1.491	1	34.0357	1	2181.15	1	2297.7	1		1		1		1		1		1
ANTXXI/3	588	B	3/18/2004	1.8815	-49.547	399.255	250.055	1	252.371	1	1.4551	1	34.0927	1	2190.88	1	2296.3	1		1		1		1		1		1
ANTXXI/3	588	B	3/18/2004	1.8815	-49.547	399.255	300.595	1	303.417	1	1.8651	1	34.2161	1	2210.41	1	2305.2	1		1		1		1		1		1
ANTXXI/3	588	B	3/18/2004	1.8815	-49.547	399.255	350.451	1	353.784	1	1.858	1	34.2556	1	2218.24	1	2312.3	1		1		1		1		1		1
ANTXXI/3	588	B	3/18/2004	1.8815	-49.547	399.255	399.255	1	403.1	1	1.9965	1	34.3184	1	2227.78	1	2315.8	1		1		1		1		1		1
