Cruise	Station	Type	mon/day/yr	Lon (°E)	Lat (°N)	Bot. Depth [m]	Bot. Depth [m]	QF	Pressure	QF	Temperature	QF	Salinity	QF	TCO2	QF	alk	QF	NO2	QF	NH4	QF	Si	QF	PO4	QF	NO3	QF
ANTXXI/3	570b	B	3/14/2004	2.0808	-49.395	989.152	119.912	1	120.984	1	4.0616	1	33.8783	1	2138.94	1		1		1		1		1		1		1
ANTXXI/3	570b	B	3/14/2004	2.0808	-49.395	989.152	149.348	1	150.694	1	2.8203	1	33.9327	1	2160.48	1		1		1		1		1		1		1
ANTXXI/3	570b	B	3/14/2004	2.0808	-49.395	989.152	197.820	1	199.627	1	1.6168	1	33.9936	1	2180.76	1		1		1		1		1		1		1
ANTXXI/3	570b	B	3/14/2004	2.0808	-49.395	989.152	248.943	1	251.248	1	1.0641	1	34.0849	1	2194.02	1		1		1		1		1		1		1
ANTXXI/3	570b	B	3/14/2004	2.0808	-49.395	989.152	297.506	1	300.296	1	1.2346	1	34.1806	1	2210.49	1		1		1		1		1		1		1
ANTXXI/3	570b	B	3/14/2004	2.0808	-49.395	989.152	344.514	1	347.786	1	1.5087	1	34.2813	1	2226.78	1		1		1		1		1		1		1
ANTXXI/3	570b	B	3/14/2004	2.0808	-49.395	989.152	396.533	1	400.349	1	1.8183	1	34.3747	1	2241.19	1		1		1		1		1		1		1
ANTXXI/3	570b	B	3/14/2004	2.0808	-49.395	989.152	495.182	1	500.068	1	2.0409	1	34.4919	1	2254.10	1		1		1		1		1		1		1
ANTXXI/3	570b	B	3/14/2004	2.0808	-49.395	989.152	594.132	1	600.137	1	2.1133	1	34.5498	1	2260.11	1		1		1		1		1		1		1
ANTXXI/3	570b	B	3/14/2004	2.0808	-49.395	989.152	790.960	1	799.337	1	2.1479	1	34.6448	1	2261.55	1		1		1		1		1		1		1
ANTXXI/3	570b	B	3/14/2004	2.0808	-49.395	989.152	989.152	1	1000.107	1	2.1574	1	34.6985	1	2254.3	1		1		1		1		1		1		1
