Cruise	Station	Type	mon/day/yr	Lon (°E)	Lat (°N)	Bot. Depth [m]	Bot. Depth [m]	QF	Pressure	QF	Temperature	QF	Salinity	QF	TCO2	QF	alk	QF	NO2	QF	NH4	QF	Si	QF	PO4	QF	NO3	QF
ANTXXI/3	593b	B	3/20/2004	2.454	-49.4812	996.866	59.329	1	59.851	1	4.2212	1	33.8731	1	2127.96	1		1		1		1		1		1		1
ANTXXI/3	593b	B	3/20/2004	2.454	-49.4812	996.866	115.855	1	116.89	1	3.9207	1	33.8833	1	2138.66	1		1		1		1		1		1		1
ANTXXI/3	593b	B	3/20/2004	2.454	-49.4812	996.866	146.462	1	147.782	1	2.6263	1	33.9396	1	2162.42	1		1		1		1		1		1		1
ANTXXI/3	593b	B	3/20/2004	2.454	-49.4812	996.866	196.841	1	198.638	1	1.2653	1	34.0344	1	2182.62	1		1		1		1		1		1		1
ANTXXI/3	593b	B	3/20/2004	2.454	-49.4812	996.866	296.726	1	299.508	1	1.2398	1	34.1764	1	2207.25	1		1		1		1		1		1		1
ANTXXI/3	593b	B	3/20/2004	2.454	-49.4812	996.866	395.153	1	398.955	1	1.8512	1	34.3891	1	2240.71	1		1		1		1		1		1		1
ANTXXI/3	593b	B	3/20/2004	2.454	-49.4812	996.866	493.519	1	498.386	1	2.0422	1	34.4982	1	2251.92	1		1		1		1		1		1		1
ANTXXI/3	593b	B	3/20/2004	2.454	-49.4812	996.866	592.354	1	598.339	1	2.1037	1	34.5579	1	2257.76	1		1		1		1		1		1		1
ANTXXI/3	593b	B	3/20/2004	2.454	-49.4812	996.866	740.15	1	747.897	1	2.1173	1	34.6284	1	2259.95	1		1		1		1		1		1		1
ANTXXI/3	593b	B	3/20/2004	2.454	-49.4812	996.866	996.866	1	1007.926	1	2.0586	1	34.7037	1	2256.17	1		1		1		1		1		1		1
