Cruise	Station	Type	mon/day/yr	Lon (E)	Lat (N)	Bot. Depth [m]	Bot. Depth [m]	QF	Pressure	QF	Temperature	QF	Salinity	QF	TCO2	QF	NO2	QF	NH4	QF	Si	QF	PO4	QF	NO3	QF
ANTXXI/3	544j	B	03/07/2004	1.9218	-49.4442	149.079	10.682	1	10.775	1	4.0891	1	33.8749	1	2130.29	1		1		1		1		1		1
ANTXXI/3	544j	B	03/07/2004	1.9218	-49.4442	149.079	19.69	1	19.861	1	4.0879	1	33.875	1	2130.14	1		1		1		1		1		1
ANTXXI/3	544j	B	03/07/2004	1.9218	-49.4442	149.079	29.85	1	30.111	1	4.0885	1	33.8751	1	2129.42	1		1		1		1		1		1
ANTXXI/3	544j	B	03/07/2004	1.9218	-49.4442	149.079	39.849	1	40.198	1	4.089	1	33.875	1	2129.96	1		1		1		1		1		1
ANTXXI/3	544j	B	03/07/2004	1.9218	-49.4442	149.079	57.967	1	58.476	1	4.0858	1	33.8753	1	2130	1		1		1		1		1		1
ANTXXI/3	544j	B	03/07/2004	1.9218	-49.4442	149.079	78.938	1	79.636	1	4.0767	1	33.8755	1	2129.58	1		1		1		1		1		1
ANTXXI/3	544j	B	03/07/2004	1.9218	-49.4442	149.079	99.068	1	99.949	1	3.8014	1	33.8897	1	2141.12	1		1		1		1		1		1
ANTXXI/3	544j	B	03/07/2004	1.9218	-49.4442	149.079	120.194	1	121.269	1	3.2382	1	33.9128	1	2148.18	1		1		1		1		1		1
ANTXXI/3	544j	B	03/07/2004	1.9218	-49.4442	149.079	149.079	1	150.423	1	2.2159	1	33.9627	1	2165.13	1		1		1		1		1		1
