Cruise	Station	Type	mon/day/yr	Lon	Lat	Bot. Depth [m]	Bot. Depth [m]	QF	Pressure	QF	Temperature	QF	Salinity	QF	TCO2	QF	alk	QF	NO2	QF	NH4	QF	Si	QF	PO4	QF	NO3	QF
ANTXXI/3	470	B	2/18/2004	2.548	-49.206	199.399	10.166	1	10.254	1	3.9516	1	33.8864	1	2131.52	1	2284.2	1	0.19	1	0.47	1	15.3	1	1.7	1	24.5	1
ANTXXI/3	470	B	2/18/2004	2.548	-49.206	199.399	23.575	1	23.78	1	3.9367	1	33.8867	1	2131.41	1	2291.2	1	0.19	1	0.46	1	15.4	1	1.7	1	24.5	1
ANTXXI/3	470	B	2/18/2004	2.548	-49.206	199.399	38.814	1	39.154	1	3.9384	1	33.8865	1	2131.62	1	2289.6	1	0.19	1	0.47	1	15.3	1	1.69	1	24.5	1
ANTXXI/3	470	B	2/18/2004	2.548	-49.206	199.399	59.459	1	59.982	1	3.9354	1	33.8869	1	2131.28	1	2287.2	1	0.19	1	0.49	1	15.4	1	1.69	1	24.5	1
ANTXXI/3	470	B	2/18/2004	2.548	-49.206	199.399	88.423	1	89.207	1	3.8704	1	33.8909	1	2134.39	1	2287.6	1	0.19	1	0.67	1	16.1	1	1.72	1	24.5	1
ANTXXI/3	470	B	2/18/2004	2.548	-49.206	199.399	99.723	1	100.61	1	3.864	1	33.8906	1	2132.24	1	2288.7	1	0.19	1	0.67	1	16.2	1	1.72	1	24.6	1
ANTXXI/3	470	B	2/18/2004	2.548	-49.206	199.399	148.074	1	149.408	1	2.6802	1	33.9351	1	2153.41	1	2289.1	1	0.2	1	1.12	1	23.2	1	1.98	1	26.7	1
ANTXXI/3	470	B	2/18/2004	2.548	-49.206	199.399	199.399	1	201.221	1	1.2959	1	34.0214	1	2174.21	1	2292.9	1	0.07	1	0.05	1	32.3	1	2.25	1	31	1
