-45.9922	17.0670	24	1	2004	10	24	348	4	10	0.38															
-45.9922	17.0670	24	1	2004	10	24	348	4	20	0.43															
-45.9922	17.0670	24	1	2004	10	24	348	4	30	0.47															
-45.9922	17.0670	24	1	2004	10	24	348	4	40	0.45															
-45.9922	17.0670	24	1	2004	10	24	348	4	60	0.43															
-45.9922	17.0670	24	1	2004	10	24	348	4	80	0.25															
-45.9922	17.0670	24	1	2004	10	24	348	4	100	0.36															
-45.9922	17.0670	24	1	2004	10	24	348	4	140	0.14															
-45.9922	17.0670	24	1	2004	10	24	348	4	200	0.04															
-45.9922	17.0670	24	1	2004	10	24	348	4	450	0.02															
-45.9922	17.0670	24	1	2004	10	24	348	4	460	0.02															
-45.9922	17.0670	24	1	2004	10	24	348	4	470	0.02															
-48.7063	16.9702	25	1	2004	11	43	349	1	5	0.58															
-48.7063	16.9702	25	1	2004	11	43	349	1	15	0.65															
-48.7063	16.9702	25	1	2004	11	43	349	1	30	0.83															
-48.7063	16.9702	25	1	2004	11	43	349	1	50	0.97															
-48.7063	16.9702	25	1	2004	11	43	349	1	100	1.14															
-48.7063	16.9702	25	1	2004	11	43	349	1	150	0.52															
-48.7063	16.9702	25	1	2004	11	43	349	1	200	0.02															
-48.7063	16.9702	25	1	2004	11	43	349	1	250	0.01															
-52.0377	17.0148	27	1	2004	7	41	389	4	5	0.43															
-52.0377	17.0148	27	1	2004	7	41	389	4	10	0.45															
-52.0377	17.0148	27	1	2004	7	41	389	4	20	0.45															
-52.0377	17.0148	27	1	2004	7	41	389	4	30	0.46															
-52.0377	17.0148	27	1	2004	7	41	389	4	40	0.47															
-52.0377	17.0148	27	1	2004	7	41	389	4	60	0.52															
-52.0377	17.0148	27	1	2004	7	41	389	4	80	0.00															
-52.0377	17.0148	27	1	2004	7	41	389	4	100	0.47															
-52.0377	17.0148	27	1	2004	7	41	389	4	120	0.27															
-52.0377	17.0148	27	1	2004	7	41	389	4	150	0.07															
-49.3340	17.6735	29	1	2004	7	45	391	1	5	1.44															
-49.3340	17.6735	29	1	2004	7	45	391	1	10	1.47															
-49.3340	17.6735	29	1	2004	7	45	391	1	20	1.42															
-49.3340	17.6735	29	1	2004	7	45	391	1	30	1.49															
-49.3340	17.6735	29	1	2004	7	45	391	1	40	1.61															
-49.3340	17.6735	29	1	2004	7	45	391	1	60	1.11															
-49.3340	17.6735	29	1	2004	7	45	391	1	80	0.74															
-49.3340	17.6735	29	1	2004	7	45	391	1	100	0.18															
-49.3340	17.6735	29	1	2004	7	45	391	1	120	0.07															
-49.3340	17.6735	29	1	2004	7	45	391	1	150	0.04															
-49.9297	17.6703	29	1	2004	14	7	394	1	10	0.31															
-49.9297	17.6703	29	1	2004	14	7	394	1	20	0.30															
-49.9297	17.6703	29	1	2004	14	7	394	1	30	0.36															
-49.9297	17.6703	29	1	2004	14	7	394	1	40	0.36															
-49.9297	17.6703	29	1	2004	14	7	394	1	60	0.39															
-49.9297	17.6703	29	1	2004	14	7	394	1	80	0.33															
-49.9297	17.6703	29	1	2004	14	7	394	1	100	0.30															
-49.9297	17.6703	29	1	2004	14	7	394	1	120	0.22															
-49.9297	17.6703	29	1	2004	14	7	394	1	150	0.06															
-50.7383	17.6683	29	1	2004	22	10	398	1	5	0.29															
-50.7383	17.6683	29	1	2004	22	10	398	1	10	0.32															
-50.7383	17.6683	29	1	2004	22	10	398	1	20	0.27															
-50.7383	17.6683	29	1	2004	22	10	398	1	30	0.26															
-50.7383	17.6683	29	1	2004	22	10	398	1	40	0.26															
-50.7383	17.6683	29	1	2004	22	10	398	1	60	0.22															
-50.7383	17.6683	29	1	2004	22	10	398	1	80	0.29															
-50.7383	17.6683	29	1	2004	22	10	398	1	100	0.21															
-50.7383	17.6683	29	1	2004	22	10	398	1	120	0.21															
-50.7383	17.6683	29	1	2004	22	10	398	1	150	0.06															
-49.5323	18.3400	30	1	2004	11	57	405	1	10	0.24															
-49.5323	18.3400	30	1	2004	11	57	405	1	30	0.26															
-49.5323	18.3400	30	1	2004	11	57	405	1	40	0.14															
-49.5323	18.3400	30	1	2004	11	57	405	1	60	0.29															
-49.5323	18.3400	30	1	2004	11	57	405	1	80	0.27															
-49.7255	18.3222	1	2	2004	18	18	420	3	5	0.21															
-49.7255	18.3222	1	2	2004	18	18	420	3	30	0.20															
-49.7255	18.3222	1	2	2004	18	18	420	3	40	0.20															
-49.7255	18.3222	1	2	2004	18	18	420	3	50	0.27															
-49.7255	18.3222	1	2	2004	18	18	420	3	60	0.30															
-49.7255	18.3222	1	2	2004	18	18	420	3	80	0.22															
-49.7255	18.3222	1	2	2004	18	18	420	3	90	0.20															
-49.7255	18.3222	1	2	2004	18	18	420	3	100	0.23															
-49.7255	18.3222	1	2	2004	18	18	420	3	120	0.17															
-49.7255	18.3222	1	2	2004	18	18	420	3	150	0.06															
-49.7255	18.3222	1	2	2004	18	18	420	3	200	0.03															
-49.7255	18.3222	1	2	2004	18	18	420	3	10	0.19	20														
-49.7255	18.3222	1	2	2004	18	18	420	3	30	0.19	20														
-49.7255	18.3222	1	2	2004	18	18	420	3	80	0.19	20														
-49.7255	18.3222	1	2	2004	18	18	420	3	90	0.18	20														
-49.3992	2.2520	11	2	2004	18	54	424	3	5	0.71															
-49.3992	2.2520	11	2	2004	18	54	424	3	20	0.73															
-49.3992	2.2520	11	2	2004	18	54	424	3	30	0.76															
-49.3992	2.2520	11	2	2004	18	54	424	3	40	0.79															
-49.3992	2.2520	11	2	2004	18	54	424	3	60	0.80															
-49.3992	2.2520	11	2	2004	18	54	424	3	80	0.78															
-49.3992	2.2520	11	2	2004	18	54	424	3	90	0.73															
-49.3992	2.2520	11	2	2004	18	54	424	3	100	0.75															
-49.3992	2.2520	11	2	2004	18	54	424	3	120	0.34															
-49.3992	2.2520	11	2	2004	18	54	424	3	150	0.12															
-49.3992	2.2520	11	2	2004	18	54	424	3	200	0.07															
-49.3992	2.2520	11	2	2004	18	54	424	3	5	0.44	20														
-49.3992	2.2520	11	2	2004	18	54	424	3	20	0.44	20														
-49.3992	2.2520	11	2	2004	18	54	424	3	40	0.47	20														
-49.3992	2.2520	11	2	2004	18	54	424	3	60	0.43	20														
-49.3992	2.2520	11	2	2004	18	54	424	3	80	0.40	20														
-49.3992	2.2520	11	2	2004	18	54	424	3	100	0.32	20														
-49.4818	2.2652	13	2	2004	12	38	426	1	10	0.74															
-49.4818	2.2652	13	2	2004	12	38	426	1	20	0.68															
-49.4818	2.2652	13	2	2004	12	38	426	1	30	0.64															
-49.4818	2.2652	13	2	2004	12	38	426	1	40	0.70															
-49.4818	2.2652	13	2	2004	12	38	426	1	60	0.66															
-49.4818	2.2652	13	2	2004	12	38	426	1	80	0.64															
-49.4818	2.2652	13	2	2004	12	38	426	1	100	0.55															
-49.4818	2.2652	13	2	2004	12	38	426	1	110	0.51															
-49.4818	2.2652	13	2	2004	12	38	426	1	120	0.40															
-49.4818	2.2652	13	2	2004	12	38	426	1	150	0.11															
-49.4818	2.2652	13	2	2004	12	38	426	1	200	0.06															
-49.2010	2.0850	13	2	2004	19	16	427	1	10	0.67															
-49.2010	2.0850	13	2	2004	19	16	427	1	20	0.66															
-49.2010	2.0850	13	2	2004	19	16	427	1	30	0.70															
-49.2010	2.0850	13	2	2004	19	16	427	1	40	0.73															
-49.2010	2.0850	13	2	2004	19	16	427	1	60	0.72															
-49.2010	2.0850	13	2	2004	19	16	427	1	80	0.66															
-49.2010	2.0850	13	2	2004	19	16	427	1	100	0.60															
-49.2010	2.0850	13	2	2004	19	16	427	1	120	0.45															
-49.2010	2.0850	13	2	2004	19	16	427	1	150	0.25															
-49.2010	2.0850	13	2	2004	19	16	427	1	180	0.11															
-49.2010	2.0850	13	2	2004	19	16	427	1	200	0.08															
-49.2010	2.0850	13	2	2004	19	16	427	1	10	0.47	20														
-49.2010	2.0850	13	2	2004	19	16	427	1	20	0.47	20														
-49.2010	2.0850	13	2	2004	19	16	427	1	40	0.43	20														
-49.2010	2.0850	13	2	2004	19	16	427	1	60	0.44	20														
-49.2010	2.0850	13	2	2004	19	16	427	1	80	0.47	20														
-49.2010	2.0850	13	2	2004	19	16	427	1	100	0.41	20														
-49.2010	2.0850	13	2	2004	19	16	427	1	120	0.22	20														
-49.2010	2.0850	13	2	2004	19	16	427	1	150	0.16	20														
-49.6003	1.9357	16	2	2004	6	48	452	1	10	1.01															
-49.6003	1.9357	16	2	2004	6	48	452	1	30	1.03															
-49.6003	1.9357	16	2	2004	6	48	452	1	50	1.07															
-49.6003	1.9357	16	2	2004	6	48	452	1	65	1.01															
-49.6003	1.9357	16	2	2004	6	48	452	1	80	0.95															
-49.6003	1.9357	16	2	2004	6	48	452	1	100	0.68															
-49.6003	1.9357	16	2	2004	6	48	452	1	150	0.15															
-49.6003	1.9357	16	2	2004	6	48	452	1	200	0.03															
-49.6003	1.9357	16	2	2004	6	48	452	1	10	0.57	20														
-49.6003	1.9357	16	2	2004	6	48	452	1	30	0.55	20														
-49.6003	1.9357	16	2	2004	6	48	452	1	50	0.57	20														
-49.6003	1.9357	16	2	2004	6	48	452	1	65	0.58	20														
-49.6003	1.9357	16	2	2004	6	48	452	1	80	0.54	20														
-49.6003	1.9357	16	2	2004	6	48	452	1	100	0.35	20														
-49.6003	1.9357	16	2	2004	6	48	452	1	150	0.11	20														
-49.4003	2.2460	17	2	2004	12	42	464	1	10	0.85															
-49.4003	2.2460	17	2	2004	12	42	464	1	20	0.86															
-49.4003	2.2460	17	2	2004	12	42	464	1	40	0.95															
-49.4003	2.2460	17	2	2004	12	42	464	1	60	0.94															
-49.4003	2.2460	17	2	2004	12	42	464	1	80	0.95															
-49.4003	2.2460	17	2	2004	12	42	464	1	100	0.80															
-49.4003	2.2460	17	2	2004	12	42	464	1	150	0.18															
-49.4003	2.2460	17	2	2004	12	42	464	1	200	0.04															
-49.4003	2.2460	17	2	2004	12	42	464	1	10	0.56	20														
-49.4003	2.2460	17	2	2004	12	42	464	1	20	0.46	20														
-49.4003	2.2460	17	2	2004	12	42	464	1	40	0.54	20														
-49.4003	2.2460	17	2	2004	12	42	464	1	60	0.52	20														
-49.4003	2.2460	17	2	2004	12	42	464	1	80	0.52	20														
-49.4003	2.2460	17	2	2004	12	42	464	1	100	0.44	20														
