Cruise	Station	Type	mon/day/yr	Lon (°E)	Lat (°N)	Bot. Depth [m]	Bot. Depth [m]	QF	Pressure	QF	Temperature [°C]	QF	Salinity (psu)	QF	TCO2	QF	NO2	QF	NH4	QF	Si	QF	PO4	QF	NO3	QF
ANTXXI/3	544d	B	3/6/2004	2.0613	-49.5102	150.804	10.116	1	10.204	1	4.0849	1	33.8784	1	2130.56	1		1		1		1		1		1
ANTXXI/3	544d	B	3/6/2004	2.0613	-49.5102	150.804	19.183	1	19.350	1	4.0746	1	33.8792	1	2131.54	1		1		1		1		1		1
ANTXXI/3	544d	B	3/6/2004	2.0613	-49.5102	150.804	28.934	1	29.186	1	4.0769	1	33.8791	1	2130.92	1		1		1		1		1		1
ANTXXI/3	544d	B	3/6/2004	2.0613	-49.5102	150.804	39.872	1	40.221	1	4.0782	1	33.8791	1	2129.93	1		1		1		1		1		1
ANTXXI/3	544d	B	3/6/2004	2.0613	-49.5102	150.804	59.364	1	59.886	1	4.0795	1	33.8789	1	2129.74	1		1		1		1		1		1
ANTXXI/3	544d	B	3/6/2004	2.0613	-49.5102	150.804	79.974	1	80.682	1	4.0810	1	33.8789	1	2129.92	1		1		1		1		1		1
ANTXXI/3	544d	B	3/6/2004	2.0613	-49.5102	150.804	100.671	1	101.567	1	4.0393	1	33.8800	1	2132.22	1		1		1		1		1		1
ANTXXI/3	544d	B	3/6/2004	2.0613	-49.5102	150.804	117.628	1	118.679	1	3.8634	1	33.8863	1	2137.27	1		1		1		1		1		1
ANTXXI/3	544d	B	3/6/2004	2.0613	-49.5102	150.804	150.804	1	152.165	1	3.0625	1	33.9238	1	2154.45	1		1		1		1		1		1
