Cruise	Station	Type	mon/day/yr	Lon (°E)	Lat (°N)	Bot. Depth [m]	Bot. Depth [m]	QF	Pressure	QF	Temperature	QF	Salinity	QF	TCO2	QF	alk	QF	NO2	QF	NH4	QF	Si	QF	PO4	QF	NO3	QF
ANTXXI/3	474	B	2/18/2004	2.549	-50.004	201.451	8.723	1	8.799	1	4.1461	1	33.8655	1	2130.53	1	2287.8	1	0.19	1	0.91	1	8.2	1	1.7	1	23.7	1
ANTXXI/3	474	B	2/18/2004	2.549	-50.004	201.451	19.855	1	20.028	1	4.0519	1	33.867	1	2132.02	1	2288	1	0.19	1	0.94	1	10	1	1.73	1	24.2	1
ANTXXI/3	474	B	2/18/2004	2.549	-50.004	201.451	40.592	1	40.947	1	3.8113	1	33.8798	1	2136.1	1	2288	1	0.19	1	1.02	1	10.4	1	1.74	1	24.4	1
ANTXXI/3	474	B	2/18/2004	2.549	-50.004	201.451	60.105	1	60.634	1	3.7608	1	33.8835	1	2136.61	1	2287.4	1	0.2	1	0.97	1	11.7	1	1.75	1	24.7	1
ANTXXI/3	474	B	2/18/2004	2.549	-50.004	201.451	80.206	1	80.916	1	3.6127	1	33.8881	1	2139.06	1	2288	1	0.19	1	0.98	1	14.5	1	1.83	1	25.7	1
ANTXXI/3	474	B	2/18/2004	2.549	-50.004	201.451	100.687	1	101.583	1	3.3025	1	33.8972	1	2145.45	1	2288.7	1	0.04	1	0.07	1	23.2	1	2.06	1	29.8	1
ANTXXI/3	474	B	2/18/2004	2.549	-50.004	201.451	148.926	1	150.269	1	1.8249	1	33.9499	1	2161.92	1	2282	1	0.02	1	0.07	1	29.8	1	2.33	1	31.9	1
ANTXXI/3	474	B	2/18/2004	2.549	-50.004	201.451	201.451	1	203.293	1	1.8602	1	34.0781	1	2181.89	1	2291	1	0.01	1	0.07	1	31.2	1	2.26	1	32.3	1
